"","x","y","z"
"1",0.00367742427710384,0.00198367284657053,-1.43536962385174
"2",0.00708018616006714,0.00134279392690929,-1.913362846106
"3",0.0115205615320058,0.0012817578393225,-1.77089380882142
"4",0.00839246204318303,0.00634775310902571,-1.68997222514104
"5",0.0117189288166629,0.00584420538643473,-1.64837054013929
"6",0.00346379797055009,0.00828564888990616,-1.83896314915965
"7",0.00395208667124437,0.010757610437171,-1.7666527925085
"8",0.00659189745937285,0.0133516441596094,-1.54374661093795
"9",0.0111696040283818,0.0116578927290761,-1.85422281098099
"10",0.0180666819256886,0.00102235446707866,-1.92701452490457
"11",0.0204165712977798,0.00389105058365759,-2.22693295093123
"12",0.0180209048599985,0.00672922865644312,-1.99567713633287
"13",0.0232394903486687,0.00582894636453803,-1.96880313601414
"14",0.0254367895017929,0.000869764248111696,-1.86171489052719
"15",0.0253910124361028,0.00657663843747616,-2.04630389031656
"16",0.0217898832684825,0.0106355382619974,-1.92165909663054
"17",0.0183108262760357,0.0137331197070268,-1.74682813816842
"18",0.0262912947280079,0.0130922407873655,-2.20898922413196
"19",0.00175478751812009,0.0176852063782712,-0.886290305689857
"20",0.00654612039368277,0.0178683146410315,-1.35286843023989
"21",0.00154116121156634,0.0216372930495155,-0.713691072011557
"22",0.00775158312352178,0.0196688792248417,-1.44406153788142
"23",0.0100251773861295,0.017242694743267,-1.66370547254027
"24",0.0104829480430304,0.0212863355458915,-1.41989027685603
"25",0.00228885328450446,0.026688029297322,-0.976535031614997
"26",0.00622568093385214,0.0272526131074998,-1.49767498966393
"27",0.00186160067139696,0.0310063324940871,-1.04640408364654
"28",0.0103150988021668,0.0272526131074998,-1.78028743585753
"29",0.0147554741741054,0.0248722056916152,-1.59063566400733
"30",0.0168917372396429,0.0174563210498207,-2.11364157451481
"31",0.0232394903486687,0.0164950026703288,-2.1701909390296
"32",0.0182192721446555,0.0199588006408789,-2.18491803787211
"33",0.0195773250934615,0.0212252994583047,-2.07697292620948
"34",0.0277409018081941,0.0167238879987793,-2.66346004427214
"35",0.0293430991073472,0.0163576714732586,-2.65107696217819
"36",0.0248722056916152,0.0202944991226062,-2.52585834623121
"37",0.0159304188601511,0.0291752498664836,-1.66714492034568
"38",0.0223544670786603,0.0275120164797436,-1.88745157994172
"39",0.0267032883192187,0.0262455176623178,-2.18515964509277
"40",0.0296635385671778,0.0259250782024872,-2.40598572206541
"41",0.0247653925383383,0.0311741817349508,-1.52017520397593
"42",0.0325627527275502,0.00225833524071107,-2.66091405201714
"43",0.0373998626688029,0.00233463035019455,-2.56257315153202
"44",0.0322270542458228,0.00628671702143893,-2.51089782813388
"45",0.0409246967269398,0.00100709544518196,-2.69067245970961
"46",0.0437476157778286,0.00347905699244678,-2.46340852415906
