"","X","Y","Z"
"1",0,0,1.63413131858961
"2",0.0112359550561798,0,1.97045156994909
"3",0.0224719101123595,0,2.85174738736496
"4",0.0337078651685393,0,2.68954100415683
"5",0.0449438202247191,0,1.94922602540371
"6",0.0561797752808989,0,2.61333911340994
"7",0.0674157303370786,0,1.99860960036515
"8",0.0786516853932584,0,2.07750827981162
"9",0.0898876404494382,0,1.61163704340414
"10",0.101123595505618,0,2.31015094279836
"11",0.112359550561798,0,2.63866838166
"12",0.123595505617978,0,1.78522064219816
"13",0.134831460674157,0,1.94506144621196
"14",0.146067415730337,0,2.29190361810871
"15",0.157303370786517,0,1.69099085219568
"16",0.168539325842697,0,1.82217797500966
"17",0.179775280898876,0,1.76174501643736
"18",0.191011235955056,0,2.45692916021794
"19",0.202247191011236,0,2.40098802685407
"20",0.213483146067416,0,2.13849306007528
"21",0.224719101123595,0,0.984063240248995
"22",0.235955056179775,0,1.17269174775536
"23",0.247191011235955,0,0.441547575436999
"24",0.258426966292135,0,0.815787473132447
"25",0.269662921348315,0,1.6846518249613
"26",0.280898876404494,0,0.769922082424062
"27",0.292134831460674,0,0.563462416633678
"28",0.303370786516854,0,0.930572008651371
"29",0.314606741573034,0,0.572664654190189
"30",0.325842696629214,0,0.509311925491361
"31",0.337078651685393,0,0.0646934268453067
"32",0.348314606741573,0,0.326367802946217
"33",0.359550561797753,0,-0.361326051001743
"34",0.370786516853933,0,0.187017677599032
"35",0.382022471910112,0,0.163796571871797
"36",0.393258426966292,0,-0.079785698692582
"37",0.404494382022472,0,-0.0590362390598009
"38",0.415730337078652,0,-0.206978372699747
"39",0.426966292134831,0,0.204102855407057
"40",0.438202247191011,0,0.0307619985975447
"41",0.449438202247191,0,-0.115136469494349
"42",0.460674157303371,0,-0.446350576706077
"43",0.471910112359551,0,-0.0262639159856224
"44",0.48314606741573,0,0.488009671054325
"45",0.49438202247191,0,0.022423588466553
"46",0.50561797752809,0,0.349577820071753
"47",0.51685393258427,0,-0.249108357152377
"48",0.528089887640449,0,-0.588626111623246
"49",0.539325842696629,0,-0.444240581910485
"50",0.550561797752809,0,-0.621658277164851
"51",0.561797752808989,0,-1.6107935124531
"52",0.573033707865168,0,-1.36122404789243
"53",0.584269662921348,0,-0.754617821013957
"54",0.595505617977528,0,-0.683044503262822
"55",0.606741573033708,0,-0.717623448659468
"56",0.617977528089888,0,-0.799523795414388
"57",0.629213483146067,0,-0.0687663009082474
"58",0.640449438202247,0,0.0795991183795618
"59",0.651685393258427,0,0.14812568400136
"60",0.662921348314607,0,0.424622862042989
"61",0.674157303370786,0,0.659484767177856
"62",0.685393258426966,0,0.508615891961435
"63",0.696629213483146,0,0.935383847337273
"64",0.707865168539326,0,0.599063900593803
"65",0.719101123595506,0,1.12373865492526
"66",0.730337078651685,0,2.09184003100613
"67",0.741573033707865,0,1.15697409493117
"68",0.752808988764045,0,1.22671307215069
"69",0.764044943820225,0,1.39938494219084
"70",0.775280898876405,0,1.90856998972166
"71",0.786516853932584,0,2.49473628371467
"72",0.797752808988764,0,1.64324510545642
"73",0.808988764044944,0,1.18134539219463
"74",0.820224719101124,0,1.77831718390323
"75",0.831460674157303,0,0.972511738864297
"76",0.842696629213483,0,1.66890049973898
"77",0.853932584269663,0,1.54638208821095
"78",0.865168539325843,0,1.80720682071544
"79",0.876404494382022,0,1.4742267639684
"80",0.887640449438202,0,1.90167564782297
"81",0.898876404494382,0,1.0808954909108
